"id","paperId","questionNumber","questionText","questionType","marks","rawLlMExtractedQuestion"
"2021","203","21","What is the electron configuration of neon?","MCQ","1","{""question_number"":""21"",""question_text"":""What is the electron configuration of neon?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 2,8"",""B. 2,6"",""C. 2,8,8"",""D. 2,8,2""]}"
"2022","203","22","Which element is used in making steel?","MCQ","1","{""question_number"":""22"",""question_text"":""Which element is used in making steel?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Aluminum"",""B. Carbon"",""C. Silicon"",""D. Sulfur""]}"
"2023","203","23","What is the formula for sulfuric acid?","MCQ","1","{""question_number"":""23"",""question_text"":""What is the formula for sulfuric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. H2SO3"",""B. H2SO4"",""C. HSO4"",""D. SO4""]}"
"2024","203","24","Which process is used to extract aluminum from its ore?","MCQ","1","{""question_number"":""24"",""question_text"":""Which process is used to extract aluminum from its ore?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Reduction with carbon"",""B. Electrolysis"",""C. Heating in air"",""D. Displacement""]}"
"2025","203","25","What is the main component of natural gas?","MCQ","1","{""question_number"":""25"",""question_text"":""What is the main component of natural gas?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Ethane"",""B. Propane"",""C. Methane"",""D. Butane""]}"
"2026","203","26","Which salt is formed when copper oxide reacts with sulfuric acid?","MCQ","1","{""question_number"":""26"",""question_text"":""Which salt is formed when copper oxide reacts with sulfuric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Copper chloride"",""B. Copper sulfate"",""C. Copper nitrate"",""D. Copper carbonate""]}"
"2027","203","27","What is the chemical name for rust?","MCQ","1","{""question_number"":""27"",""question_text"":""What is the chemical name for rust?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Iron oxide"",""B. Iron sulfide"",""C. Iron chloride"",""D. Iron carbonate""]}"
"2028","203","28","Which gas turns lime water milky?","MCQ","1","{""question_number"":""28"",""question_text"":""Which gas turns lime water milky?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Oxygen"",""B. Hydrogen"",""C. Carbon dioxide"",""D. Nitrogen""]}"
"2029","203","29","What is the molecular formula for ammonia?","MCQ","1","{""question_number"":""29"",""question_text"":""What is the molecular formula for ammonia?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. NH3"",""B. NH4"",""C. N2H4"",""D. NO3""]}"
"2030","203","30","Which element has the highest electronegativity?","MCQ","1","{""question_number"":""30"",""question_text"":""Which element has the highest electronegativity?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Oxygen"",""B. Nitrogen"",""C. Fluorine"",""D. Chlorine""]}"
"2031","204","31","What is the charge on a sulfate ion?","MCQ","1","{""question_number"":""31"",""question_text"":""What is the charge on a sulfate ion?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. -1"",""B. -2"",""C. +1"",""D. +2""]}"
"2032","204","32","Which metal is extracted by electrolysis of brine?","MCQ","1","{""question_number"":""32"",""question_text"":""Which metal is extracted by electrolysis of brine?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Aluminum"",""B. Copper"",""C. Sodium"",""D. Iron""]}"
"2033","204","33","What is the test for chlorine gas?","MCQ","1","{""question_number"":""33"",""question_text"":""What is the test for chlorine gas?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Turns lime water milky"",""B. Bleaches damp litmus paper"",""C. Burns with a pop"",""D. Turns universal indicator red""]}"
"2034","204","34","Which compound is used to make glass?","MCQ","1","{""question_number"":""34"",""question_text"":""Which compound is used to make glass?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Silicon dioxide"",""B. Calcium carbonate"",""C. Sodium chloride"",""D. Aluminum oxide""]}"
"2035","204","35","What is the formula for nitric acid?","MCQ","1","{""question_number"":""35"",""question_text"":""What is the formula for nitric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. HNO2"",""B. HNO3"",""C. H2NO3"",""D. HN3""]}"
"2036","204","36","Which process is used to separate crude oil into fractions?","MCQ","1","{""question_number"":""36"",""question_text"":""Which process is used to separate crude oil into fractions?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Filtration"",""B. Distillation"",""C. Crystallization"",""D. Chromatography""]}"
"2037","204","37","What is the chemical symbol for potassium?","MCQ","1","{""question_number"":""37"",""question_text"":""What is the chemical symbol for potassium?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. P"",""B. K"",""C. Po"",""D. Pt""]}"
"2038","204","38","Which type of reaction involves the gain of oxygen?","MCQ","1","{""question_number"":""38"",""question_text"":""Which type of reaction involves the gain of oxygen?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Reduction"",""B. Oxidation"",""C. Neutralization"",""D. Precipitation""]}"
"2039","204","39","What is the valency of chlorine in sodium chloride?","MCQ","1","{""question_number"":""39"",""question_text"":""What is the valency of chlorine in sodium chloride?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 1"",""B. 2"",""C. 3"",""D. 4""]}"
"2040","204","40","Which indicator is colorless in acidic solutions?","MCQ","1","{""question_number"":""40"",""question_text"":""Which indicator is colorless in acidic solutions?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Litmus"",""B. Phenolphthalein"",""C. Methyl orange"",""D. Universal indicator""]}"
"2041","205","41","How many electrons can the first shell hold?","MCQ","1","{""question_number"":""41"",""question_text"":""How many electrons can the first shell hold?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 2"",""B. 8"",""C. 18"",""D. 32""]}"
"2042","205","42","Which alloy contains copper and zinc?","MCQ","1","{""question_number"":""42"",""question_text"":""Which alloy contains copper and zinc?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Bronze"",""B. Brass"",""C. Steel"",""D. Pewter""]}"
"2043","205","43","What is the formula for hydrochloric acid?","MCQ","1","{""question_number"":""43"",""question_text"":""What is the formula for hydrochloric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. HCl"",""B. H2Cl"",""C. HClO"",""D. HClO3""]}"
"2044","205","44","Which method is used to obtain pure copper from copper sulfate solution?","MCQ","1","{""question_number"":""44"",""question_text"":""Which method is used to obtain pure copper from copper sulfate solution?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Heating"",""B. Electrolysis"",""C. Filtration"",""D. Distillation""]}"
"2045","205","45","What is the main component of petroleum gas?","MCQ","1","{""question_number"":""45"",""question_text"":""What is the main component of petroleum gas?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Methane"",""B. Ethane"",""C. Propane"",""D. Butane""]}"
"2046","205","46","Which salt is formed when magnesium reacts with hydrochloric acid?","MCQ","1","{""question_number"":""46"",""question_text"":""Which salt is formed when magnesium reacts with hydrochloric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Magnesium sulfate"",""B. Magnesium chloride"",""C. Magnesium nitrate"",""D. Magnesium carbonate""]}"
"2047","205","47","What is the chemical name for quicklime?","MCQ","1","{""question_number"":""47"",""question_text"":""What is the chemical name for quicklime?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Calcium carbonate"",""B. Calcium oxide"",""C. Calcium hydroxide"",""D. Calcium sulfate""]}"
"2048","205","48","Which gas is produced when hydrogen peroxide decomposes?","MCQ","1","{""question_number"":""48"",""question_text"":""Which gas is produced when hydrogen peroxide decomposes?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Hydrogen"",""B. Oxygen"",""C. Carbon dioxide"",""D. Nitrogen""]}"
"2049","205","49","What is the molecular formula for ethane?","MCQ","1","{""question_number"":""49"",""question_text"":""What is the molecular formula for ethane?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. CH4"",""B. C2H6"",""C. C3H8"",""D. C4H10""]}"
"2050","205","50","Which element is most abundant in the Earth's crust?","MCQ","1","{""question_number"":""50"",""question_text"":""Which element is most abundant in the Earth's crust?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Silicon"",""B. Aluminum"",""C. Iron"",""D. Oxygen""]}"
"2051","206","51","What is the charge on a nitrate ion?","MCQ","1","{""question_number"":""51"",""question_text"":""What is the charge on a nitrate ion?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. -1"",""B. -2"",""C. +1"",""D. +2""]}"
"2052","206","52","Which metal is used in galvanizing iron?","MCQ","1","{""question_number"":""52"",""question_text"":""Which metal is used in galvanizing iron?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Aluminum"",""B. Copper"",""C. Zinc"",""D. Tin""]}"
"2053","206","53","What is the test for hydrogen gas?","MCQ","1","{""question_number"":""53"",""question_text"":""What is the test for hydrogen gas?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Turns lime water milky"",""B. Burns with a pop"",""C. Bleaches litmus paper"",""D. Turns universal indicator blue""]}"
"2054","206","54","Which compound is the main constituent of marble?","MCQ","1","{""question_number"":""54"",""question_text"":""Which compound is the main constituent of marble?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Calcium carbonate"",""B. Calcium oxide"",""C. Calcium sulfate"",""D. Calcium chloride""]}"
"2055","206","55","What is the formula for phosphoric acid?","MCQ","1","{""question_number"":""55"",""question_text"":""What is the formula for phosphoric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. H3PO3"",""B. H3PO4"",""C. H2PO4"",""D. HPO4""]}"
"2056","206","56","Which process is used to manufacture ammonia?","MCQ","1","{""question_number"":""56"",""question_text"":""Which process is used to manufacture ammonia?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Contact process"",""B. Haber process"",""C. Ostwald process"",""D. Frasch process""]}"
"2057","206","57","What is the chemical symbol for silver?","MCQ","1","{""question_number"":""57"",""question_text"":""What is the chemical symbol for silver?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. S"",""B. Ag"",""C. Si"",""D. Au""]}"
"2058","206","58","Which type of reaction involves the loss of electrons?","MCQ","1","{""question_number"":""58"",""question_text"":""Which type of reaction involves the loss of electrons?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Reduction"",""B. Oxidation"",""C. Neutralization"",""D. Hydrolysis""]}"
"2059","206","59","What is the valency of nitrogen in ammonia?","MCQ","1","{""question_number"":""59"",""question_text"":""What is the valency of nitrogen in ammonia?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 1"",""B. 2"",""C. 3"",""D. 4""]}"
"2060","206","60","Which indicator turns pink in alkaline solutions?","MCQ","1","{""question_number"":""60"",""question_text"":""Which indicator turns pink in alkaline solutions?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Litmus"",""B. Phenolphthalein"",""C. Methyl orange"",""D. Congo red""]}"
"2061","207","61","How many electrons can the second shell hold?","MCQ","1","{""question_number"":""61"",""question_text"":""How many electrons can the second shell hold?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 2"",""B. 8"",""C. 18"",""D. 32""]}"
"2062","207","62","Which alloy contains iron and carbon?","MCQ","1","{""question_number"":""62"",""question_text"":""Which alloy contains iron and carbon?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Bronze"",""B. Brass"",""C. Steel"",""D. Pewter""]}"
"2063","207","63","What is the formula for carbonic acid?","MCQ","1","{""question_number"":""63"",""question_text"":""What is the formula for carbonic acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. H2CO3"",""B. HCO3"",""C. CO3"",""D. H2CO2""]}"
"2064","207","64","Which method is used to extract iron from its ore?","MCQ","1","{""question_number"":""64"",""question_text"":""Which method is used to extract iron from its ore?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Electrolysis"",""B. Reduction with carbon"",""C. Heating in air"",""D. Displacement""]}"
"2065","207","65","What is the main component of LPG?","MCQ","1","{""question_number"":""65"",""question_text"":""What is the main component of LPG?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Methane"",""B. Ethane"",""C. Propane"",""D. Pentane""]}"
"2066","207","66","Which salt is formed when calcium reacts with nitric acid?","MCQ","1","{""question_number"":""66"",""question_text"":""Which salt is formed when calcium reacts with nitric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Calcium sulfate"",""B. Calcium chloride"",""C. Calcium nitrate"",""D. Calcium carbonate""]}"
"2067","207","67","What is the chemical name for slaked lime?","MCQ","1","{""question_number"":""67"",""question_text"":""What is the chemical name for slaked lime?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Calcium carbonate"",""B. Calcium oxide"",""C. Calcium hydroxide"",""D. Calcium sulfate""]}"
"2068","207","68","Which gas is produced when sodium carbonate reacts with acid?","MCQ","1","{""question_number"":""68"",""question_text"":""Which gas is produced when sodium carbonate reacts with acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Hydrogen"",""B. Oxygen"",""C. Carbon dioxide"",""D. Nitrogen""]}"
"2069","207","69","What is the molecular formula for propane?","MCQ","1","{""question_number"":""69"",""question_text"":""What is the molecular formula for propane?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. CH4"",""B. C2H6"",""C. C3H8"",""D. C4H10""]}"
"2070","207","70","Which element is used in making semiconductors?","MCQ","1","{""question_number"":""70"",""question_text"":""Which element is used in making semiconductors?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Carbon"",""B. Silicon"",""C. Sulfur"",""D. Phosphorus""]}"
"2071","208","71","What is the charge on a carbonate ion?","MCQ","1","{""question_number"":""71"",""question_text"":""What is the charge on a carbonate ion?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. -1"",""B. -2"",""C. +1"",""D. +2""]}"
"2072","208","72","Which metal is used in making aircraft?","MCQ","1","{""question_number"":""72"",""question_text"":""Which metal is used in making aircraft?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Iron"",""B. Copper"",""C. Aluminum"",""D. Lead""]}"
"2073","208","73","What is the test for oxygen gas?","MCQ","1","{""question_number"":""73"",""question_text"":""What is the test for oxygen gas?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Burns with a pop"",""B. Relights a glowing splint"",""C. Turns lime water milky"",""D. Bleaches litmus paper""]}"
"2074","208","74","Which compound is used to make cement?","MCQ","1","{""question_number"":""74"",""question_text"":""Which compound is used to make cement?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Silicon dioxide"",""B. Calcium carbonate"",""C. Sodium chloride"",""D. Aluminum oxide""]}"
"2075","208","75","What is the formula for acetic acid?","MCQ","1","{""question_number"":""75"",""question_text"":""What is the formula for acetic acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. CH3COOH"",""B. HCOOH"",""C. C2H5COOH"",""D. CH3OH""]}"
"2076","208","76","Which process is used to manufacture sulfuric acid?","MCQ","1","{""question_number"":""76"",""question_text"":""Which process is used to manufacture sulfuric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Contact process"",""B. Haber process"",""C. Ostwald process"",""D. Frasch process""]}"
"2077","208","77","What is the chemical symbol for gold?","MCQ","1","{""question_number"":""77"",""question_text"":""What is the chemical symbol for gold?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. G"",""B. Au"",""C. Ag"",""D. Go""]}"
"2078","208","78","Which type of reaction involves the combination of elements?","MCQ","1","{""question_number"":""78"",""question_text"":""Which type of reaction involves the combination of elements?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Decomposition"",""B. Synthesis"",""C. Displacement"",""D. Neutralization""]}"
"2079","208","79","What is the valency of sulfur in hydrogen sulfide?","MCQ","1","{""question_number"":""79"",""question_text"":""What is the valency of sulfur in hydrogen sulfide?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 1"",""B. 2"",""C. 3"",""D. 4""]}"
"2080","208","80","Which indicator turns yellow in acidic solutions?","MCQ","1","{""question_number"":""80"",""question_text"":""Which indicator turns yellow in acidic solutions?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Litmus"",""B. Phenolphthalein"",""C. Methyl orange"",""D. Congo red""]}"
"2081","209","81","What is the atomic mass of carbon-12?","MCQ","1","{""question_number"":""81"",""question_text"":""What is the atomic mass of carbon-12?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 12"",""B. 6"",""C. 18"",""D. 24""]}"
"2082","209","82","Which alloy is used in making coins?","MCQ","1","{""question_number"":""82"",""question_text"":""Which alloy is used in making coins?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Bronze"",""B. Brass"",""C. Steel"",""D. Cupronickel""]}"
"2083","209","83","What is the formula for sodium hydroxide?","MCQ","1","{""question_number"":""83"",""question_text"":""What is the formula for sodium hydroxide?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. NaOH"",""B. Na2OH"",""C. NaO"",""D. Na2O""]}"
"2084","209","84","Which method is used to extract sodium from salt?","MCQ","1","{""question_number"":""84"",""question_text"":""Which method is used to extract sodium from salt?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Heating"",""B. Electrolysis"",""C. Reduction"",""D. Displacement""]}"
"2085","209","85","What is the main component of biogas?","MCQ","1","{""question_number"":""85"",""question_text"":""What is the main component of biogas?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Methane"",""B. Ethane"",""C. Propane"",""D. Carbon dioxide""]}"
"2086","209","86","Which salt is formed when aluminum reacts with sulfuric acid?","MCQ","1","{""question_number"":""86"",""question_text"":""Which salt is formed when aluminum reacts with sulfuric acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Aluminum chloride"",""B. Aluminum sulfate"",""C. Aluminum nitrate"",""D. Aluminum carbonate""]}"
"2087","209","87","What is the chemical name for washing soda?","MCQ","1","{""question_number"":""87"",""question_text"":""What is the chemical name for washing soda?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Sodium carbonate"",""B. Sodium bicarbonate"",""C. Sodium hydroxide"",""D. Sodium chloride""]}"
"2088","209","88","Which gas is produced when ammonium chloride is heated?","MCQ","1","{""question_number"":""88"",""question_text"":""Which gas is produced when ammonium chloride is heated?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Hydrogen"",""B. Ammonia"",""C. Chlorine"",""D. Nitrogen""]}"
"2089","209","89","What is the molecular formula for butane?","MCQ","1","{""question_number"":""89"",""question_text"":""What is the molecular formula for butane?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. CH4"",""B. C2H6"",""C. C3H8"",""D. C4H10""]}"
"2090","209","90","Which element is used in making fertilizers?","MCQ","1","{""question_number"":""90"",""question_text"":""Which element is used in making fertilizers?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Carbon"",""B. Nitrogen"",""C. Silicon"",""D. Sulfur""]}"
"2091","210","91","What is the charge on a phosphate ion?","MCQ","1","{""question_number"":""91"",""question_text"":""What is the charge on a phosphate ion?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. -1"",""B. -2"",""C. -3"",""D. +3""]}"
"2092","210","92","Which metal is used in making electrical wires?","MCQ","1","{""question_number"":""92"",""question_text"":""Which metal is used in making electrical wires?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Iron"",""B. Copper"",""C. Aluminum"",""D. Lead""]}"
"2093","210","93","What is the test for carbon dioxide gas?","MCQ","1","{""question_number"":""93"",""question_text"":""What is the test for carbon dioxide gas?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Burns with a pop"",""B. Relights a glowing splint"",""C. Turns lime water milky"",""D. Bleaches litmus paper""]}"
"2094","210","94","Which compound is used to make soap?","MCQ","1","{""question_number"":""94"",""question_text"":""Which compound is used to make soap?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Sodium chloride"",""B. Sodium hydroxide"",""C. Sodium carbonate"",""D. Sodium sulfate""]}"
"2095","210","95","What is the formula for formic acid?","MCQ","1","{""question_number"":""95"",""question_text"":""What is the formula for formic acid?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. HCOOH"",""B. CH3COOH"",""C. C2H5COOH"",""D. CH3OH""]}"
"2096","210","96","Which process is used to purify water?","MCQ","1","{""question_number"":""96"",""question_text"":""Which process is used to purify water?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Filtration"",""B. Distillation"",""C. Chlorination"",""D. All of the above""]}"
"2097","210","97","What is the chemical symbol for mercury?","MCQ","1","{""question_number"":""97"",""question_text"":""What is the chemical symbol for mercury?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Me"",""B. Hg"",""C. Mr"",""D. Mc""]}"
"2098","210","98","Which type of reaction involves the breakdown of compounds?","MCQ","1","{""question_number"":""98"",""question_text"":""Which type of reaction involves the breakdown of compounds?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Decomposition"",""B. Synthesis"",""C. Displacement"",""D. Neutralization""]}"
"2099","210","99","What is the valency of phosphorus in phosphine?","MCQ","1","{""question_number"":""99"",""question_text"":""What is the valency of phosphorus in phosphine?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 1"",""B. 2"",""C. 3"",""D. 4""]}"
"2100","210","100","Which indicator is red in acidic solutions?","MCQ","1","{""question_number"":""100"",""question_text"":""Which indicator is red in acidic solutions?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Litmus"",""B. Phenolphthalein"",""C. Methyl orange"",""D. Congo red""]}"
"2101","211","101","What is the number of neutrons in carbon-14?","MCQ","1","{""question_number"":""101"",""question_text"":""What is the number of neutrons in carbon-14?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 6"",""B. 8"",""C. 14"",""D. 20""]}"
