"id","paperId","questionNumber","questionText","questionType","marks","rawLlMExtractedQuestion"
"3037","304","37","Explain the concept of simple harmonic motion and give examples.","FRQ","4","{""question_number"":""37"",""question_text"":""Explain the concept of simple harmonic motion and give examples."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3038","304","38","Describe the structure and function of a semiconductor diode.","FRQ","5","{""question_number"":""38"",""question_text"":""Describe the structure and function of a semiconductor diode."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3039","304","39","Explain the concept of heat transfer through conduction, convection, and radiation.","FRQ","6","{""question_number"":""39"",""question_text"":""Explain the concept of heat transfer through conduction, convection, and radiation."",""question_type"":""FRQ"",""marks"":6,""mcq_options"":null}"
"3040","304","40","Describe the principles of operation of a nuclear reactor.","FRQ","5","{""question_number"":""40"",""question_text"":""Describe the principles of operation of a nuclear reactor."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3041","305","41","What is the SI unit of capacitance?","MCQ","1","{""question_number"":""41"",""question_text"":""What is the SI unit of capacitance?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Farad"",""B. Henry"",""C. Coulomb"",""D. Volt""]}"
"3042","305","42","Which effect describes the emission of electrons from metals?","MCQ","1","{""question_number"":""42"",""question_text"":""Which effect describes the emission of electrons from metals?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Compton effect"",""B. Photoelectric effect"",""C. Doppler effect"",""D. Hall effect""]}"
"3043","305","43","What is the critical angle for total internal reflection in glass?","MCQ","1","{""question_number"":""43"",""question_text"":""What is the critical angle for total internal reflection in glass?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 30°"",""B. 42°"",""C. 60°"",""D. 90°""]}"
"3044","305","44","Which device is used to measure voltage?","MCQ","1","{""question_number"":""44"",""question_text"":""Which device is used to measure voltage?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Ammeter"",""B. Voltmeter"",""C. Ohmmeter"",""D. Galvanometer""]}"
"3045","305","45","What is the formula for centripetal force?","MCQ","1","{""question_number"":""45"",""question_text"":""What is the formula for centripetal force?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. F = mv²/r"",""B. F = mvr"",""C. F = mv/r"",""D. F = mr/v""]}"
"3046","305","46","Which phenomenon causes the spreading of light?","MCQ","1","{""question_number"":""46"",""question_text"":""Which phenomenon causes the spreading of light?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Reflection"",""B. Refraction"",""C. Diffraction"",""D. Polarization""]}"
"3047","305","47","What is the SI unit of inductance?","MCQ","1","{""question_number"":""47"",""question_text"":""What is the SI unit of inductance?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Farad"",""B. Henry"",""C. Tesla"",""D. Weber""]}"
"3048","305","48","Which type of radiation has the shortest wavelength?","MCQ","1","{""question_number"":""48"",""question_text"":""Which type of radiation has the shortest wavelength?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Radio waves"",""B. Microwaves"",""C. X-rays"",""D. Gamma rays""]}"
"3049","305","49","What is the escape velocity from Earth?","MCQ","1","{""question_number"":""49"",""question_text"":""What is the escape velocity from Earth?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 7.9 km/s"",""B. 11.2 km/s"",""C. 15.0 km/s"",""D. 25.0 km/s""]}"
"3050","305","50","Which principle is used in hydraulic machines?","MCQ","1","{""question_number"":""50"",""question_text"":""Which principle is used in hydraulic machines?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Archimedes' principle"",""B. Pascal's principle"",""C. Bernoulli's principle"",""D. Hooke's law""]}"
"3051","306","51","Explain the concept of circular motion and centripetal force.","FRQ","4","{""question_number"":""51"",""question_text"":""Explain the concept of circular motion and centripetal force."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3052","306","52","Describe the structure and function of an AC generator.","FRQ","5","{""question_number"":""52"",""question_text"":""Describe the structure and function of an AC generator."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3053","306","53","Explain the concept of latent heat and its significance in phase changes.","FRQ","4","{""question_number"":""53"",""question_text"":""Explain the concept of latent heat and its significance in phase changes."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3054","306","54","Describe the structure and function of a transistor.","FRQ","5","{""question_number"":""54"",""question_text"":""Describe the structure and function of a transistor."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3055","306","55","Explain the concept of nuclear fusion and its potential as an energy source.","FRQ","5","{""question_number"":""55"",""question_text"":""Explain the concept of nuclear fusion and its potential as an energy source."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3056","306","56","Describe the principles of operation of a DC generator.","FRQ","5","{""question_number"":""56"",""question_text"":""Describe the principles of operation of a DC generator."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3057","306","57","Explain the concept of resonance and give examples.","FRQ","4","{""question_number"":""57"",""question_text"":""Explain the concept of resonance and give examples."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3058","306","58","Describe the structure and function of a semiconductor transistor.","FRQ","5","{""question_number"":""58"",""question_text"":""Describe the structure and function of a semiconductor transistor."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3059","306","59","Explain the concept of thermodynamics and the laws of thermodynamics.","FRQ","6","{""question_number"":""59"",""question_text"":""Explain the concept of thermodynamics and the laws of thermodynamics."",""question_type"":""FRQ"",""marks"":6,""mcq_options"":null}"
"3060","306","60","Describe the principles of operation of a nuclear power plant.","FRQ","5","{""question_number"":""60"",""question_text"":""Describe the principles of operation of a nuclear power plant."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3061","307","61","What is the SI unit of electric potential?","MCQ","1","{""question_number"":""61"",""question_text"":""What is the SI unit of electric potential?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Volt"",""B. Ampere"",""C. Coulomb"",""D. Ohm""]}"
"3062","307","62","Which effect explains the deflection of charged particles in magnetic fields?","MCQ","1","{""question_number"":""62"",""question_text"":""Which effect explains the deflection of charged particles in magnetic fields?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Photoelectric effect"",""B. Compton effect"",""C. Lorentz force"",""D. Hall effect""]}"
"3063","307","63","What is the magnification of a plane mirror?","MCQ","1","{""question_number"":""63"",""question_text"":""What is the magnification of a plane mirror?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 0"",""B. 1"",""C. 2"",""D. Infinity""]}"
"3064","307","64","Which device is used to step up or step down voltage?","MCQ","1","{""question_number"":""64"",""question_text"":""Which device is used to step up or step down voltage?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Generator"",""B. Motor"",""C. Transformer"",""D. Capacitor""]}"
"3065","307","65","What is the formula for rotational kinetic energy?","MCQ","1","{""question_number"":""65"",""question_text"":""What is the formula for rotational kinetic energy?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. KE = ½Iω²"",""B. KE = Iω"",""C. KE = ½Iω"",""D. KE = Iω²""]}"
"3066","307","66","Which phenomenon explains the blue color of the sky?","MCQ","1","{""question_number"":""66"",""question_text"":""Which phenomenon explains the blue color of the sky?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Reflection"",""B. Refraction"",""C. Scattering"",""D. Absorption""]}"
"3067","307","67","What is the SI unit of resistance?","MCQ","1","{""question_number"":""67"",""question_text"":""What is the SI unit of resistance?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Volt"",""B. Ampere"",""C. Ohm"",""D. Watt""]}"
"3068","307","68","Which type of wave can travel through vacuum?","MCQ","1","{""question_number"":""68"",""question_text"":""Which type of wave can travel through vacuum?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Sound wave"",""B. Water wave"",""C. Electromagnetic wave"",""D. Seismic wave""]}"
"3069","307","69","What is the period of a geostationary satellite?","MCQ","1","{""question_number"":""69"",""question_text"":""What is the period of a geostationary satellite?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 12 hours"",""B. 24 hours"",""C. 48 hours"",""D. 72 hours""]}"
"3070","307","70","Which law relates temperature and volume of gases?","MCQ","1","{""question_number"":""70"",""question_text"":""Which law relates temperature and volume of gases?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Boyle's law"",""B. Charles's law"",""C. Gay-Lussac's law"",""D. Ideal gas law""]}"
"3071","308","71","Explain the concept of projectile motion and the independence of horizontal and vertical motion.","FRQ","4","{""question_number"":""71"",""question_text"":""Explain the concept of projectile motion and the independence of horizontal and vertical motion."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3072","308","72","Describe the structure and function of a capacitor in a circuit.","FRQ","5","{""question_number"":""72"",""question_text"":""Describe the structure and function of a capacitor in a circuit."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3073","308","73","Explain the concept of specific latent heat of fusion and vaporization.","FRQ","4","{""question_number"":""73"",""question_text"":""Explain the concept of specific latent heat of fusion and vaporization."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3074","308","74","Describe the structure and function of a logic gate.","FRQ","5","{""question_number"":""74"",""question_text"":""Describe the structure and function of a logic gate."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3075","308","75","Explain the concept of radioactive decay and the different types of radiation.","FRQ","5","{""question_number"":""75"",""question_text"":""Explain the concept of radioactive decay and the different types of radiation."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3076","308","76","Describe the principles of operation of a transformer.","FRQ","5","{""question_number"":""76"",""question_text"":""Describe the principles of operation of a transformer."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3077","308","77","Explain the concept of wave-particle duality and give examples.","FRQ","4","{""question_number"":""77"",""question_text"":""Explain the concept of wave-particle duality and give examples."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3078","308","78","Describe the structure and function of a semiconductor diode.","FRQ","5","{""question_number"":""78"",""question_text"":""Describe the structure and function of a semiconductor diode."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3079","308","79","Explain the concept of heat engines and their efficiency.","FRQ","5","{""question_number"":""79"",""question_text"":""Explain the concept of heat engines and their efficiency."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3080","308","80","Describe the principles of operation of a cyclotron.","FRQ","5","{""question_number"":""80"",""question_text"":""Describe the principles of operation of a cyclotron."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3081","309","81","What is the SI unit of luminous intensity?","MCQ","1","{""question_number"":""81"",""question_text"":""What is the SI unit of luminous intensity?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Lumen"",""B. Candela"",""C. Lux"",""D. Watt""]}"
"3082","309","82","Which effect is used in photodiodes?","MCQ","1","{""question_number"":""82"",""question_text"":""Which effect is used in photodiodes?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Photoelectric effect"",""B. Photovoltaic effect"",""C. Compton effect"",""D. Thermoelectric effect""]}"
"3083","309","83","What is the minimum deviation for a ray passing through a prism?","MCQ","1","{""question_number"":""83"",""question_text"":""What is the minimum deviation for a ray passing through a prism?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. When ray is parallel to base"",""B. When ray passes symmetrically"",""C. When ray grazes the surface"",""D. When ray is perpendicular""]}"
"3084","309","84","Which device converts AC to DC?","MCQ","1","{""question_number"":""84"",""question_text"":""Which device converts AC to DC?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Transformer"",""B. Rectifier"",""C. Inverter"",""D. Amplifier""]}"
"3085","309","85","What is the formula for torque?","MCQ","1","{""question_number"":""85"",""question_text"":""What is the formula for torque?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. τ = rF"",""B. τ = r × F"",""C. τ = rF sin θ"",""D. All of the above""]}"
"3086","309","86","Which phenomenon explains the formation of rainbows?","MCQ","1","{""question_number"":""86"",""question_text"":""Which phenomenon explains the formation of rainbows?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Reflection only"",""B. Refraction only"",""C. Dispersion and total internal reflection"",""D. Scattering""]}"
"3087","309","87","What is the SI unit of magnetic permeability?","MCQ","1","{""question_number"":""87"",""question_text"":""What is the SI unit of magnetic permeability?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. H/m"",""B. T·m/A"",""C. Both A and B"",""D. Wb/m""]}"
"3088","309","88","Which type of antenna radiates equally in all directions?","MCQ","1","{""question_number"":""88"",""question_text"":""Which type of antenna radiates equally in all directions?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Dipole antenna"",""B. Isotropic antenna"",""C. Yagi antenna"",""D. Parabolic antenna""]}"
"3089","309","89","What is the gravitational potential at infinity?","MCQ","1","{""question_number"":""89"",""question_text"":""What is the gravitational potential at infinity?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Zero"",""B. Infinite"",""C. Negative"",""D. Positive""]}"
"3090","309","90","Which process occurs at constant temperature?","MCQ","1","{""question_number"":""90"",""question_text"":""Which process occurs at constant temperature?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Isothermal"",""B. Adiabatic"",""C. Isobaric"",""D. Isochoric""]}"
"3091","310","91","Explain the concept of uniform circular motion and the forces involved.","FRQ","4","{""question_number"":""91"",""question_text"":""Explain the concept of uniform circular motion and the forces involved."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3092","310","92","Describe the structure and function of an operational amplifier.","FRQ","5","{""question_number"":""92"",""question_text"":""Describe the structure and function of an operational amplifier."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3093","310","93","Explain the concept of thermal conductivity and its applications.","FRQ","4","{""question_number"":""93"",""question_text"":""Explain the concept of thermal conductivity and its applications."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
"3094","310","94","Describe the structure and function of a flip-flop circuit.","FRQ","5","{""question_number"":""94"",""question_text"":""Describe the structure and function of a flip-flop circuit."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3095","310","95","Explain the concept of nuclear binding energy and mass defect.","FRQ","5","{""question_number"":""95"",""question_text"":""Explain the concept of nuclear binding energy and mass defect."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3096","310","96","Describe the principles of operation of an electric generator.","FRQ","5","{""question_number"":""96"",""question_text"":""Describe the principles of operation of an electric generator."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3097","310","97","Explain the concept of quantum mechanics and the uncertainty principle.","FRQ","5","{""question_number"":""97"",""question_text"":""Explain the concept of quantum mechanics and the uncertainty principle."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3098","310","98","Describe the structure and function of a transistor amplifier.","FRQ","5","{""question_number"":""98"",""question_text"":""Describe the structure and function of a transistor amplifier."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3099","310","99","Explain the concept of entropy and the second law of thermodynamics.","FRQ","5","{""question_number"":""99"",""question_text"":""Explain the concept of entropy and the second law of thermodynamics."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3100","310","100","Describe the principles of operation of a particle accelerator.","FRQ","5","{""question_number"":""100"",""question_text"":""Describe the principles of operation of a particle accelerator."",""question_type"":""FRQ"",""marks"":5,""mcq_options"":null}"
"3101","311","101","What is the SI unit of magnetic moment?","MCQ","1","{""question_number"":""101"",""question_text"":""What is the SI unit of magnetic moment?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. A·m²"",""B. Wb·m"",""C. T·m³"",""D. H·A""]}"
"3102","311","102","Which effect explains the splitting of spectral lines in magnetic fields?","MCQ","1","{""question_number"":""102"",""question_text"":""Which effect explains the splitting of spectral lines in magnetic fields?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Doppler effect"",""B. Zeeman effect"",""C. Stark effect"",""D. Compton effect""]}"
"3103","311","103","What is the mirror formula?","MCQ","1","{""question_number"":""103"",""question_text"":""What is the mirror formula?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 1/f = 1/u + 1/v"",""B. 1/f = 1/u - 1/v"",""C. f = u + v"",""D. f = u - v""]}"
"3104","311","104","Which gate gives output 1 when all inputs are 1?","MCQ","1","{""question_number"":""104"",""question_text"":""Which gate gives output 1 when all inputs are 1?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. OR gate"",""B. AND gate"",""C. NAND gate"",""D. NOR gate""]}"
"3105","311","105","What is the formula for centripetal acceleration?","MCQ","1","{""question_number"":""105"",""question_text"":""What is the formula for centripetal acceleration?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. a = v²/r"",""B. a = vr"",""C. a = v/r"",""D. a = r/v""]}"
"3106","311","106","Which phenomenon explains the mirage effect?","MCQ","1","{""question_number"":""106"",""question_text"":""Which phenomenon explains the mirage effect?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Reflection"",""B. Total internal reflection"",""C. Refraction"",""D. Scattering""]}"
"3107","311","107","What is the SI unit of electric dipole moment?","MCQ","1","{""question_number"":""107"",""question_text"":""What is the SI unit of electric dipole moment?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. C·m"",""B. C/m"",""C. C·m²"",""D. C²·m""]}"
"3108","311","108","Which modulation technique is most resistant to noise?","MCQ","1","{""question_number"":""108"",""question_text"":""Which modulation technique is most resistant to noise?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. AM"",""B. FM"",""C. PM"",""D. Digital modulation""]}"
"3109","311","109","What is the second cosmic velocity?","MCQ","1","{""question_number"":""109"",""question_text"":""What is the second cosmic velocity?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. 7.9 km/s"",""B. 11.2 km/s"",""C. 16.7 km/s"",""D. 42.1 km/s""]}"
"3110","311","110","Which process occurs at constant volume?","MCQ","1","{""question_number"":""110"",""question_text"":""Which process occurs at constant volume?"",""question_type"":""MCQ"",""marks"":1,""mcq_options"":[""A. Isothermal"",""B. Adiabatic"",""C. Isobaric"",""D. Isochoric""]}"
"3111","312","111","Explain the concept of rotational motion and moment of inertia.","FRQ","4","{""question_number"":""111"",""question_text"":""Explain the concept of rotational motion and moment of inertia."",""question_type"":""FRQ"",""marks"":4,""mcq_options"":null}"
